0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-0.000172095863057107,0.000178612464676284
-7.57354963906401e-10,1.3198340430244e-09
5.89374174152876e-07,6.21339808040599e-06
4.11265141507639e-06,2.65547206680592e-05
4.85139719707202e-07,4.13425410293804e-05
-1.44640169932324e-06,5.45528006050545e-05
-1.70265063808941e-05,6.13448370877292e-05
-1.89996699049479e-05,6.80848686841104e-05
-2.65415670979901e-05,6.35398731803661e-05
-1.91186363377682e-05,5.66755498116128e-05
-5.74404254553573e-06,3.05472688122448e-05
3.04761562005538e-06,5.13438684638995e-05
2.37188975655595e-06,6.61622797182972e-05
-6.7504149124301e-06,7.78866061273453e-05
-7.64195889779473e-06,9.87820841838369e-05
-9.92696913622243e-06,0.000109779253350514
-9.23891972477911e-06,0.000132096319696714
-1.33435074719084e-05,0.000132586146287949
-8.62882084680429e-06,0.000154578114366528
-1.51297061952267e-05,0.000188314685764316
-3.76001527033477e-05,0.000212842956725577
-3.07152153804427e-05,0.000218244187823712
-3.1324006974975e-05,0.000241041502840145
-3.44606481645827e-05,0.000247823341674094
-3.95565556012689e-05,0.000207949957726777
-3.91649214326241e-05,0.000189089620754672
-1.8469101357421e-05,0.000178036259754598
-2.12773075435384e-05,0.00021622360671892
-9.55369665649394e-06,0.000219136866288011
-1.95989675194368e-06,0.000150898879857925
1.10996377410894e-05,0.000142787055794822
-7.97791274929313e-06,0.000100948193108967
-1.0260948666262e-07,9.04303797499857e-05
-6.07758743578032e-06,2.37483326792762e-05
-1.70312658705824e-05,2.6858884742751e-05
-1.44277038804386e-05,1.4511115399968e-07
-3.50202257086862e-05,-3.56119658465938e-05
-4.64241132051945e-05,-8.82735959975105e-05
-4.92109223510418e-05,-0.000118992372636855
-5.22106048102512e-05,-0.000134141957607948
-5.77313141483976e-05,-0.000131076960848719
-7.27311438735298e-05,-0.000196874941268079
-7.43825926906491e-05,-0.00020655297974027
-4.57643844438679e-05,-0.000179179714760027
-8.58613832223823e-06,-0.000161747292804788
-2.87093780334461e-06,-0.000130753715665748
1.29354548661876e-05,-0.0001340149141973
3.71996699683665e-05,-0.000119190488645347
3.87214856576262e-05,-0.000145861353937099
3.71900514007351e-05,-9.44371169459738e-05
3.41289575868378e-05,-0.000109682309899217
4.37642169522095e-05,-1.2151326332562e-05
4.74709326741303e-05,-6.48974410884014e-05
2.31642864249714e-05,-5.12318768905661e-05
-6.12554897681703e-06,-9.22057066658144e-05
1.62512267007897e-05,-0.00011422828045477
1.49137905292095e-05,-6.13119030369906e-05
2.02156037004038e-05,-0.000100904217980208
1.83792958114043e-05,-5.90340963693014e-05
